customer_id,first_name,last_name,gender,birthdate,address,city,state,zip_code,phone_number,email,occupation,annual_income,account_number,card_number,total_transactions,total_amount_spent,average_transaction_amount,max_transaction_amount,unique_transaction_descriptions,days_since_first_transaction,transaction_frequency,transaction_amount_to_income_ratio,age,risk_score
763,Anamika,Soni,Male,1989-10-03,"57, Pillai Road",Bijapur,Bihar,947493,7432192171,snehanigam@example.com,"Engineer, civil (contracting)",333849,GB93INIZ3024139173000,4073566471804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0
764,Tejas,Vaidya,Male,2000-09-11,"H.No. 32
Amble Ganj",Alappuzha,Arunachal Pradesh,55798,918915384258,zgara@example.org,"Engineer, site",1100939,GB92FAQR0394565874369,180088967109403,3.0,16526.0,5508.666666666667,6665.0,3.0,228.0,0.0131578947368421,0.0150108225796342,24.0,1
765,Warhi,Kari,Male,1996-03-19,"02/85, Agate Ganj",Rajkot,Odisha,61748,4408315645,gerawilliam@example.net,Social worker,1100987,GB79ISDT0605512471077,345474401992723,4.0,18464.0,4616.0,8532.0,3.0,420.0,0.0095238095238095,0.0167704069167029,29.0,1
766,Anvi,Dube,Female,2001-08-10,"71, Dhillon Circle",Rourkela,Mizoram,10150,919140175895,dayita91@example.net,Agricultural consultant,1205947,GB04VPDK1959155751308,3532926853017454,8.0,41977.0,5247.125,9822.0,5.0,676.0,0.0118343195266272,0.0348083290559203,23.0,2
767,Kashvi,Purohit,Male,1994-09-28,"H.No. 446, Raman Street",Allahabad,Punjab,322499,1606020483,barmanvincent@example.net,Arts development officer,214612,GB78TEBC6102497758943,4996690315026060196,2.0,15300.0,7650.0,9722.0,2.0,363.0,0.0055096418732782,0.0712914468902018,30.0,1
768,Laksh,Dyal,Male,2001-08-20,"270
Din Ganj",Raurkela Industrial Township,Rajasthan,415165,4407176840,keyaraval@example.com,Telecommunications researcher,1673149,GB56MIJQ8203209747167,4602309306404246785,1.0,9425.0,9425.0,9425.0,1.0,0.0,0.0,0.0056330906571978,23.0,1
769,Banjeet,Taneja,Female,1986-03-01,"477, Vig Street",North Dumdum,Chhattisgarh,731482,1598278906,kondalekha@example.com,Biomedical scientist,1725616,GB65FNBY6736870856611,180036757904079,8.0,15422.0,1927.75,4241.0,5.0,590.0,0.0135593220338983,0.0089370984042799,39.0,2
770,Peter,Kata,Male,1993-08-07,"H.No. 82, Agate Ganj",Bhilai,Gujarat,886407,4095859396,ibhardwaj@example.net,"Designer, ceramics/pottery",427693,GB06NXXE8608652908509,630413738158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0
771,Dayamai,Sundaram,Male,1994-05-25,"H.No. 21, Nagar Nagar",Sikar,Maharashtra,35884,915172374408,giyengar@example.com,"Engineer, petroleum",1576194,GB66ZNRV6301662083106,3585505065177409,5.0,11442.0,2288.4,5879.0,5.0,673.0,0.0074294205052005,0.0072592586953128,30.0,1
772,Ayush,Shroff,Male,1979-03-31,"47/36
Deep Street",Kota,Madhya Pradesh,804423,4915279260,chanchal69@example.com,Tax adviser,264540,GB37BUKA7426384810159,4202232506392,3.0,20906.0,6968.666666666667,8469.0,3.0,482.0,0.0062240663900414,0.0790277462765555,45.0,1
773,Gaurav,Kibe,Female,1978-07-23,"145
Lata",Dehri,Arunachal Pradesh,138392,914215037197,nvyas@example.com,"Designer, furniture",1228530,GB31GMJP8020658236214,3596648718818644,8.0,48894.0,6111.75,9459.0,5.0,576.0,0.0138888888888888,0.0397987839124807,46.0,2
774,Avni,Wali,Male,1986-01-26,"887, Samra Path",Sangli-Miraj & Kupwad,Andhra Pradesh,806149,916872738832,choudhrylajita@example.org,Archaeologist,707841,GB45JEJM5806974967066,377156754521321,5.0,23750.0,4750.0,9048.0,4.0,480.0,0.0104166666666666,0.033552732887753,39.0,1
775,Utkarsh,Rastogi,Male,1977-12-07,"H.No. 56, Sharma Path",Chapra,Bihar,200453,9405091873,oamble@example.net,Risk manager,589681,GB94GVOS4001399220579,4676683540963762481,8.0,31858.0,3982.25,8448.0,5.0,491.0,0.0162932790224032,0.0540258207403664,47.0,2
776,Jatin,Ratta,Male,1996-02-25,"63/54
Borah Nagar",Kolkata,Tripura,448961,8764982264,zayan56@example.org,Drilling engineer,1669041,GB04DQCM5967517430266,5173263808110401,7.0,43136.0,6162.285714285715,9769.0,5.0,573.0,0.0122164048865619,0.0258447815242405,29.0,2
777,Mason,Bawa,Male,1983-11-16,"H.No. 05, Shukla Chowk",Hospet,Uttar Pradesh,490777,5026447523,bachittargade@example.net,Information officer,290395,GB39MGQR2062272113613,3515272062167090,4.0,23713.0,5928.25,9537.0,3.0,247.0,0.0161943319838056,0.0816577420410131,41.0,1
778,Chaman,Kala,Female,1988-09-16,"763, Sunder Zila",Amravati,Madhya Pradesh,955329,8921714473,jeevikabansal@example.com,Regulatory affairs officer,653730,GB82VJKR5765186994279,2267621173564318,7.0,47976.0,6853.714285714285,9230.0,5.0,276.0,0.0253623188405797,0.073388096002937,36.0,2
779,Champak,Karnik,Male,1995-03-09,"H.No. 10, Kant",Bettiah,Manipur,692540,914909009816,aguha@example.org,Mechanical engineer,1656319,GB78OTTG2388900008713,4240801134390312,8.0,47532.0,5941.5,8731.0,4.0,511.0,0.0156555772994129,0.0286973704944518,30.0,2
780,Indrajit,Natarajan,Female,1994-09-19,"16, Bhavsar Road",Pune,Andhra Pradesh,379484,555089066,bathonveer@example.net,Broadcast engineer,1720013,GB24TSJS3780104993842,3505670698113721,3.0,13785.0,4595.0,6352.0,2.0,701.0,0.0042796005706134,0.0080144743092058,30.0,1
781,Dalaja,Kumer,Male,1977-12-11,"03/984
Trivedi Circle",Bhagalpur,Maharashtra,793078,916556849049,yuvraj24@example.com,Chartered certified accountant,995914,GB79CKIF5057317804157,6011592995655230,6.0,28986.0,4831.0,7215.0,6.0,596.0,0.0100671140939597,0.0291049227142102,47.0,2
782,Bachittar,Mann,Female,1975-08-02,"20
Bahri Nagar",Berhampore,Rajasthan,69305,547528119,harini25@example.org,"Engineer, mining",1132756,GB24ZHKB2969318068474,4251659380955,5.0,26710.0,5342.0,8877.0,4.0,614.0,0.00814332247557,0.0235796588144313,49.0,1
783,Qasim,Khosla,Male,2003-02-27,"811
Bandi Path",Baranagar,Rajasthan,81996,6841071967,sankaransaanvi@example.com,Personnel officer,1071984,GB26IVRT8329143735450,3510001513731096,4.0,9742.0,2435.5,4834.0,4.0,306.0,0.0130718954248366,0.0090878222063015,22.0,1
784,Yashoda,Suresh,Female,1992-03-06,"913, Krishnamurthy",Tinsukia,Gujarat,759950,1194814184,balafalan@example.com,Hotel manager,286993,GB50WGHF0352586889925,3511302708603911,6.0,36317.0,6052.833333333333,9707.0,5.0,297.0,0.0202020202020202,0.1265431561048527,33.0,2
785,Barkha,Bath,Male,1999-08-07,"27/857
Ramakrishnan Road",Kishanganj,Tripura,178038,5801247197,siyasangha@example.net,Applications developer,1314459,GB37PBSV1067774665765,30280911817510,3.0,26124.0,8708.0,9598.0,3.0,125.0,0.024,0.0198743361337249,25.0,1
786,Chakradhar,Deo,Female,1986-07-26,"00, Tripathi Nagar",Proddatur,West Bengal,13912,8976794613,ishaankhalsa@example.org,Corporate treasurer,929896,GB20OHCY5011772474099,4118355729507136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0
787,Panini,Sawhney,Male,1989-01-14,"49/950, Parmar Marg",Kota,Goa,956515,911053443670,lpradhan@example.org,"Engineer, electronics",501927,GB80TONB7632644893394,3537050899200209,6.0,31230.0,5205.0,9149.0,4.0,354.0,0.0169491525423728,0.0622202033363417,36.0,2
788,Kritika,Mann,Female,1985-04-06,"H.No. 95
Dani Circle",Moradabad,Tripura,717943,5151703688,mannelaban@example.org,"Teacher, secondary school",1516433,GB65EPII5791741740382,6550026995358823,6.0,33543.0,5590.5,7196.0,5.0,441.0,0.0136054421768707,0.0221196716241337,39.0,2
789,Owen,Dyal,Female,1986-07-08,"15/24
Vyas Ganj",Gandhinagar,Mizoram,724079,1782254248,shivanipalla@example.org,Health service manager,721653,GB67JUGD2349882083568,30185222007091,6.0,44185.0,7364.166666666667,9806.0,5.0,542.0,0.011070110701107,0.0612274874489539,38.0,2
790,David,Mitra,Female,1992-03-17,"51
Sarna",Rohtak,Sikkim,413957,913149562521,wridesh77@example.com,Academic librarian,766257,GB97IONF5532346088312,4708013570460857,4.0,15624.0,3906.0,5623.0,4.0,682.0,0.0058651026392961,0.020390025800743,33.0,1
791,Oeshi,Wali,Male,1987-06-01,"73/013
Venkataraman",Surendranagar Dudhrej,Rajasthan,919152,912987617083,pranitmallick@example.org,Financial manager,701167,GB19DTXL6861292320920,3589817985076629,4.0,15731.0,3932.75,7836.0,3.0,670.0,0.0059701492537313,0.0224354540359144,37.0,1
792,Ekani,Tailor,Male,2005-02-06,"H.No. 846
Chatterjee Path",Bhavnagar,Gujarat,437856,914407846991,etara@example.org,"Teacher, adult education",1384742,GB78RCXL8775160520169,36274147336076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0
793,Edhitha,Mani,Female,1997-12-28,"31/79, Ramachandran Zila",Vijayawada,Uttar Pradesh,984914,8234584210,isha39@example.com,Company secretary,481481,GB63SITN3325973414809,4660247709455331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0
794,William,Dubey,Male,2004-09-27,"878, Vohra Chowk",Thoothukudi,Nagaland,529383,9037501976,zchauhan@example.org,Osteopath,1234118,GB33FWCZ9414401878791,676290131223,8.0,46375.0,5796.875,9953.0,5.0,543.0,0.0147329650092081,0.0375774439721323,20.0,2
795,Zaid,Rajan,Female,1979-06-14,"H.No. 806, Khanna",Jamshedpur,Tripura,152904,1705263879,lohit17@example.com,Art gallery manager,1386978,GB66LDFW2050311300146,6011774362601100,8.0,39932.0,4991.5,9695.0,5.0,634.0,0.0126182965299684,0.0287906513297254,45.0,2
796,Bhanumati,Jayaraman,Male,1993-04-24,"H.No. 956, Zacharia Path",Dhule,Andhra Pradesh,146417,2945264131,peter07@example.org,Holiday representative,1583873,GB14IJZZ0946760335461,4810229922152220529,9.0,43454.0,4828.222222222223,8812.0,5.0,624.0,0.0144230769230769,0.02743528048019,31.0,2
797,Mitesh,Pillai,Female,1996-04-17,"19/755
Handa Chowk",Belgaum,Odisha,37130,9763466961,tmorar@example.com,Building surveyor,1037167,GB10JQNQ1366516896653,6011253491662184,1.0,6208.0,6208.0,6208.0,1.0,0.0,0.0,0.0059855355984137,28.0,1
798,Chatresh,Sem,Male,1997-02-07,"42/79
Basak",Bhind,Jharkhand,816977,917259942312,nmitra@example.org,"Scientist, marine",576689,GB86TOOH6770425280024,3559487289995548,6.0,36618.0,6103.0,9640.0,4.0,649.0,0.0092449922958397,0.0634969628343873,28.0,2
799,Agastya,Chawla,Male,1987-11-06,"H.No. 31
Thakur",Malda,Gujarat,54533,806834422,uchar@example.net,Production manager,1795369,GB36LNFE4832945365507,4948038078909,9.0,38458.0,4273.111111111111,8917.0,5.0,694.0,0.0129682997118155,0.0214206661694615,37.0,2
800,Rushil,Dyal,Female,1998-03-19,"52, Mohanty Zila",Saharsa,Rajasthan,23450,125759725,baradjagdish@example.com,Health and safety inspector,877780,GB86XOSJ5023985904181,6011018082264355,1.0,1839.0,1839.0,1839.0,1.0,0.0,0.0,0.0020950579871949,27.0,0
801,Vinaya,Kapadia,Male,1981-12-03,"19
Kale Nagar",Dibrugarh,Odisha,553158,5310549562,ekeer@example.org,"Conservator, furniture",1799884,GB33CWUL6018076369847,3559541729720476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0
802,Daksh,Bhakta,Female,1996-10-15,"188, Tank Street",Satna,Maharashtra,690527,7237119159,ramanathanfarhan@example.net,Passenger transport manager,279822,GB84OWLF4194277144800,4844338079331363618,5.0,30123.0,6024.6,9282.0,4.0,642.0,0.0077881619937694,0.1076505778673585,28.0,2
803,Benjamin,Walla,Female,1988-03-28,"43, Pathak Nagar",Anand,Sikkim,838387,917394980911,keerthomas@example.com,Brewing technologist,580753,GB28EVJF8405839293793,4609286385985116,4.0,20796.0,5199.0,9611.0,4.0,463.0,0.0086393088552915,0.0358086828651767,36.0,1
804,Anay,Gandhi,Female,1987-08-26,"717, Gulati Chowk",Gangtok,Jharkhand,191041,915491888713,janya75@example.org,Retail manager,1868188,GB18DZRD2360090980884,581795796936,5.0,22387.0,4477.4,6490.0,5.0,600.0,0.0083333333333333,0.0119832693497656,37.0,1
805,Inaya,Ben,Female,1999-05-14,"20/56, Arora Chowk",Jhansi,Meghalaya,492841,2423118824,lavanya16@example.org,Art gallery manager,321850,GB34KRSM9458496231570,3503272199931990,9.0,26659.0,2962.1111111111118,9296.0,5.0,531.0,0.0169491525423728,0.0828305111076588,25.0,2
806,Tanish,Konda,Male,1984-04-25,"H.No. 052, Samra Zila",Patiala,Manipur,407321,1155748476,fatwal@example.org,"Doctor, general practice",719807,GB81XHZE3502946742694,377724458991007,9.0,52159.0,5795.444444444444,8301.0,5.0,691.0,0.0130246020260492,0.0724624795257617,40.0,2
807,Omya,Misra,Female,2000-10-08,"927
Rege Zila",Bikaner,Nagaland,92324,4814759039,ishita39@example.org,Public librarian,1838392,GB24IUNX3722860476678,346144858656944,6.0,36092.0,6015.333333333333,9962.0,4.0,568.0,0.0105633802816901,0.0196323743793489,24.0,2
808,Arunima,Muni,Female,1989-12-07,"272
Kade Chowk",Pali,Arunachal Pradesh,419449,9649266679,tpall@example.com,"Editor, commissioning",713091,GB68CGRZ4716096388937,213153963060157,3.0,22282.0,7427.333333333333,9239.0,2.0,573.0,0.0052356020942408,0.031247063838977,35.0,1
809,Anvi,Boase,Female,1975-05-06,"780
Mallick Street",Vijayanagaram,Bihar,14087,77823859,vanyakhurana@example.org,"Development worker, international aid",705461,GB17AFRD6923578889734,2241524531062242,7.0,41140.0,5877.142857142857,7920.0,4.0,500.0,0.014,0.0583164767435761,49.0,2
810,Ekanta,Bera,Male,1993-10-19,"68/539
Ravel",Jammu,Goa,49426,139587762,lekha60@example.net,Multimedia programmer,1005150,GB49KMVP4146115048949,4631811344742415,8.0,55618.0,6952.25,9972.0,5.0,451.0,0.0177383592017738,0.0553330348704173,31.0,2
811,Ucchal,Kuruvilla,Female,1993-03-20,"67, Vasa Marg",Miryalaguda,Tripura,123551,919610838932,tanay39@example.com,Herpetologist,507194,GB88TJTA4293658404351,3580205737295805,8.0,57303.0,7162.875,9332.0,5.0,643.0,0.0124416796267496,0.1129804374657428,32.0,2
812,Kashish,Rajagopalan,Male,1986-02-27,"H.No. 52, Acharya Road",Gwalior,Jharkhand,255475,7433644053,ochander@example.net,Interpreter,1211371,GB91NSAM5596336481353,4999668727167792,9.0,30709.0,3412.1111111111118,7390.0,7.0,355.0,0.0253521126760563,0.025350615129469,39.0,2
813,Radha,Subramanian,Female,1991-01-07,"H.No. 68, Dayal Road",Bhiwandi,Bihar,651324,917174599504,keya25@example.org,Proofreader,1692032,GB10HFAU6786542826623,2299711200740734,2.0,7588.0,3794.0,7410.0,2.0,0.0,0.0,0.004484548755579,34.0,1
814,Laksh,Pingle,Female,1995-02-09,"58/871, Kurian",Jalgaon,Assam,842061,7461492171,aringola@example.com,Medical technical officer,1940862,GB93BEBK7422808799284,343765601115110,3.0,22139.0,7379.666666666667,9705.0,2.0,425.0,0.0070588235294117,0.0114067872934809,30.0,1
815,Dayita,Ram,Female,1977-06-24,"H.No. 48, Thakkar Zila",Amravati,Chhattisgarh,912185,6260990514,choprajack@example.net,Facilities manager,353347,GB42JZTG8228576004773,4270007168466134,9.0,39695.0,4410.555555555556,8938.0,6.0,556.0,0.0161870503597122,0.1123399943964431,47.0,2
816,Shravya,Batra,Male,1991-11-14,"440
Dey Circle",Bellary,Haryana,761884,7152593521,bakshiwidisha@example.net,"Therapist, art",1449352,GB67NBXI4786247147649,6011408436362387,1.0,9944.0,9944.0,9944.0,1.0,0.0,0.0,0.0068609971904685,33.0,1
817,Baghyawati,Sami,Male,2003-04-27,"579, Kala Nagar",Tirupati,Arunachal Pradesh,709511,918033971817,reyanshpandya@example.com,Diplomatic Services operational officer,1514841,GB52LDFC9043243134903,564988692153,8.0,36868.0,4608.5,9495.0,6.0,557.0,0.0143626570915619,0.0243378678026274,21.0,2
818,Samarth,Gill,Female,1976-02-17,"H.No. 91, Vaidya Zila",Bulandshahr,Kerala,227588,3149178179,jacksonoommen@example.net,"Accountant, chartered",1137676,GB81CWXM7046629381321,4619263068931558,1.0,6758.0,6758.0,6758.0,1.0,0.0,0.0,0.0059401798051466,49.0,1
819,Lipika,Sundaram,Male,1978-06-19,"50/157
Shukla Marg",Nagercoil,Uttar Pradesh,948086,910079962123,lipikapant@example.org,Maintenance engineer,576180,GB52UPXY6987345910732,378862689998455,9.0,39561.0,4395.666666666667,6980.0,7.0,571.0,0.0157618213660245,0.0686608351556805,46.0,2
820,Ladli,Basu,Male,1993-08-18,"58
Loke Road",Bhavnagar,Telangana,813078,912270691826,azadtailor@example.com,Public house manager,1612278,GB66VBXL0369358502150,4269290872185846761,8.0,48750.0,6093.75,9256.0,6.0,334.0,0.0239520958083832,0.0302367209625139,31.0,2
821,Kamya,Basak,Male,1999-01-23,"18/33, Puri Street",Bhilai,Uttar Pradesh,759135,9229430794,madhav17@example.org,"Engineer, communications",1132622,GB91JGPA2423512129873,4706385614796047,4.0,19519.0,4879.75,8977.0,4.0,686.0,0.0058309037900874,0.0172334635915601,26.0,1
822,Yamini,Peri,Female,1978-02-02,"H.No. 201
Anne Nagar",Fatehpur,Karnataka,80194,2259074264,uppalaarnav@example.org,"Civil engineer, consulting",1531579,GB24YLQV4342421259545,3587108513318846,9.0,53601.0,5955.666666666667,9772.0,5.0,509.0,0.0176817288801571,0.0349972152921919,47.0,2
823,Ekaraj,Deol,Female,1986-04-14,"H.No. 370, Pau Marg",Gwalior,Bihar,139516,6791156512,ikurian@example.com,IT technical support officer,680067,GB41HJBQ1124108124174,2248465830639590,4.0,14523.0,3630.75,6908.0,4.0,338.0,0.0118343195266272,0.021355248821072,38.0,1
824,Omisha,Pal,Female,1998-03-07,"73/333, Choudhry Circle",Kavali,Manipur,141486,917594192788,dgoel@example.net,"Loss adjuster, chartered",613564,GB46ZMWL7853856294986,3516326943217893,1.0,3326.0,3326.0,3326.0,1.0,0.0,0.0,0.0054207873995214,27.0,0
825,Urishilla,Shan,Male,1987-04-23,"56/572, Puri Street",Tumkur,Himachal Pradesh,206061,2012843466,mananraju@example.org,Forest/woodland manager,968400,GB31NHEL1401693192660,6011417881087050,7.0,37840.0,5405.714285714285,9318.0,5.0,638.0,0.0109717868338558,0.0390747624948368,37.0,2
826,Darika,Padmanabhan,Male,1977-07-25,"H.No. 790
Bahl Road",Jamnagar,Bihar,662273,5647568796,janaki98@example.net,Minerals surveyor,209406,GB49JJFZ0993454189991,4781744912666054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0
827,Suhani,Rana,Male,1986-03-27,"H.No. 53, Prabhakar Chowk",Karnal,Assam,668393,6914145686,beragautami@example.net,Customer service manager,416876,GB03ZHAP5070402018767,4876501340243,1.0,1427.0,1427.0,1427.0,1.0,0.0,0.0,0.0034230802444851,38.0,0
828,Harsh,Kant,Female,2002-05-04,"30, Taneja Nagar",Bihar Sharif,Assam,355356,919970509049,ramachandranekaraj@example.net,"Lecturer, further education",511829,GB41ZOVM1277377878419,3590364313607061,7.0,36090.0,5155.714285714285,10000.0,5.0,621.0,0.0112721417069243,0.0705118310998399,22.0,2
829,Divya,Parikh,Male,2002-09-24,"H.No. 59
Nair Street",Jodhpur,Odisha,203470,1715136956,zsharma@example.com,Paramedic,452986,GB14YBGQ8903555746794,4891462525468,3.0,8188.0,2729.333333333333,7125.0,2.0,604.0,0.0049668874172185,0.0180756138158795,22.0,1
830,Osha,Kaul,Female,1979-08-01,"H.No. 341, Acharya",Lucknow,Bihar,191488,4332747802,dhawanharsh@example.org,Broadcast engineer,606191,GB14UCUA5990172159260,4442735260013445,2.0,14825.0,7412.5,8198.0,1.0,318.0,0.0062893081761006,0.0244559882941185,45.0,1
831,Hardik,Vala,Male,1987-06-15,"26/94
Bhavsar Chowk",Agartala,Rajasthan,267477,919258997079,khalsayashasvi@example.com,Geographical information systems officer,475146,GB54IMXS0299697739052,2235086709613212,1.0,411.0,411.0,411.0,1.0,0.0,0.0,0.000864997285045,37.0,0
832,Lipika,Zachariah,Female,2000-04-22,"92/248
Singh",Nangloi Jat,Tamil Nadu,110032,2111510382,leenadeo@example.org,IT sales professional,1240348,GB49TONC2009190760011,4882862222212621,3.0,21503.0,7167.666666666667,9504.0,3.0,375.0,0.008,0.0173362636937375,24.0,1
833,Priya,Yadav,Female,1997-08-12,"H.No. 73
Srinivas Circle",Guntur,Meghalaya,974149,918885592925,sdalal@example.net,"Engineer, electronics",1065108,GB55PBIZ3375752376687,4855380666865146,3.0,19603.0,6534.333333333333,9284.0,3.0,427.0,0.0070257611241217,0.0184047063771936,27.0,1
834,Raghav,Thakur,Male,2002-03-20,"H.No. 65, Dixit Circle",Warangal,Assam,206135,6184865896,znagar@example.com,Chartered public finance accountant,1223530,GB86RDDG1618015371485,4377913768802655,8.0,37807.0,4725.875,9832.0,5.0,469.0,0.0170575692963752,0.0308999370673379,23.0,2
835,Nathan,Babu,Male,1985-03-18,"87/783
Basak Street",Navi Mumbai,Mizoram,154674,2244873759,xdesai@example.org,"Engineer, maintenance",1383443,GB58NRAR1835671063553,4982796359366025,8.0,40294.0,5036.75,9739.0,4.0,583.0,0.0137221269296741,0.0291258837552396,40.0,2
836,Nidra,Dhar,Male,1975-04-15,"H.No. 04, Mahal Path",Ramagundam,Nagaland,22626,410989283,jatin72@example.org,"Restaurant manager, fast food",1495891,GB90MRYO7594814619183,4727314859384,9.0,42120.0,4680.0,8851.0,7.0,674.0,0.0133531157270029,0.0281571317696276,49.0,2
837,Faqid,Behl,Female,1993-01-31,"66/00, Amble Marg",Jhansi,Uttarakhand,73822,7203011022,ichaudry@example.org,Medical secretary,225930,GB49PUIE5769734624308,4769401316702889917,2.0,10226.0,5113.0,5178.0,2.0,411.0,0.0048661800486618,0.0452618067543044,32.0,1
838,Chaitanya,Upadhyay,Female,1976-08-02,"96/51, Kibe Path",Buxar,Meghalaya,401600,914934033652,parekhjagrati@example.org,Historic buildings inspector/conservation officer,1579742,GB89QXZI9864461273493,4672333639989,3.0,10419.0,3473.0,8352.0,1.0,178.0,0.0168539325842696,0.0065953807647071,48.0,1
839,Radhika,Pillay,Female,2000-06-28,"H.No. 016
Mitra Road",Silchar,Gujarat,920684,910760972874,draju@example.com,Physiological scientist,1110144,GB15DPKN2785944894408,6512994724921046,7.0,35728.0,5104.0,9933.0,6.0,569.0,0.0123022847100175,0.032183212267958,24.0,2
840,Akshay,Mital,Male,1984-03-02,"51/76
Kari Path",Jalandhar,Mizoram,483996,1891358041,hema41@example.net,Marketing executive,1233175,GB82GWAC1846839072236,30227053015080,9.0,58321.0,6480.111111111111,9602.0,6.0,447.0,0.0201342281879194,0.0472933687432846,41.0,2
841,Lakshmi,Taneja,Male,1985-01-14,"85
Ram Road",Mau,Haryana,11202,368156121,indrajithegde@example.com,Mechanical engineer,700466,GB79PMWD0366216837344,349260332156801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0
842,Bina,Lal,Female,1978-10-06,"H.No. 27, Saran Marg",Jaipur,Sikkim,89123,6303030914,zwali@example.org,Animal technologist,1630401,GB24AZGU9277993865359,4282454845189203788,2.0,8441.0,4220.5,7148.0,2.0,0.0,0.0,0.0051772539393682,46.0,1
843,Wazir,Sarna,Male,1997-08-19,"050, Borah Nagar",Kochi,Nagaland,606839,911242146268,tsarraf@example.net,Data processing manager,1769759,GB40RTAM5206912644773,4724153660202241961,8.0,27414.0,3426.75,7576.0,6.0,535.0,0.0149532710280373,0.015490244716936,27.0,2
844,Yatan,Lad,Male,1991-10-24,"27/64, Srinivas Path",Bangalore,Punjab,631498,914401667432,indali80@example.net,"Education officer, environmental",1932847,GB75VTRG6696396342444,4982799860235186381,3.0,22218.0,7406.0,8006.0,3.0,321.0,0.0093457943925233,0.0114949605426606,33.0,1
845,Kalpit,Narayan,Male,1986-10-28,"26/92
Patla Ganj",Ramagundam,Manipur,897798,7634726935,ekansh21@example.com,Clinical molecular geneticist,218792,GB74DZPY6387935178166,639052579237,7.0,30034.0,4290.571428571428,8206.0,4.0,399.0,0.0175438596491228,0.1372719295038209,38.0,2
846,Indali,Gala,Male,2003-03-17,"H.No. 155, Sahni Zila",Bijapur,Assam,519205,8979724053,yamini24@example.net,Probation officer,646863,GB23CVZN3590650896159,6011368147547900,4.0,26774.0,6693.5,9455.0,4.0,455.0,0.0087912087912087,0.0413905262783618,22.0,1
847,Upkaar,Subramaniam,Male,1996-06-03,"66/700
Padmanabhan Zila",Miryalaguda,Jharkhand,622589,7290602279,zkari@example.net,Town planner,487262,GB73NSZA2340258744183,6525111067838050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0
848,Yagnesh,Soni,Female,1999-01-19,"32/412
Chakrabarti",Sirsa,Odisha,582274,1302807640,faris54@example.org,Operational researcher,1867365,GB77JYJZ6560111023949,4858559876037871576,8.0,27194.0,3399.25,6635.0,5.0,349.0,0.0229226361031518,0.01456276625084,26.0,2
849,Xavier,Bose,Male,1987-09-16,"H.No. 367, Sangha Circle",Nellore,Nagaland,884212,2168625269,frado56@example.com,Quantity surveyor,1028014,GB58NADB6565226993945,3562540807206965,8.0,50384.0,6298.0,9721.0,5.0,541.0,0.0147874306839186,0.0490110056866929,37.0,2
850,Upasna,Sibal,Female,2000-07-05,"H.No. 563, Kamdar Chowk",Ratlam,Haryana,641851,255718413,ichacko@example.com,"Engineer, technical sales",878945,GB76APXN6206363351187,3536352218187328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0
851,Xalak,Kala,Female,1994-11-08,"H.No. 17
Nanda Nagar",Sambhal,Sikkim,199202,2456915127,sandalhemani@example.com,Economist,1327146,GB47KNFA3468906788399,60456374671,8.0,40682.0,5085.25,9723.0,5.0,574.0,0.0139372822299651,0.0306537487209395,30.0,2
852,Ranveer,Mall,Male,1996-05-02,"84, Ganesh Path",Motihari,Karnataka,434954,973364279,daniel91@example.net,Commercial art gallery manager,237274,GB96OHXS9961018328299,2267702786477617,9.0,62401.0,6933.444444444444,9331.0,7.0,631.0,0.0142630744849445,0.2629913096251591,28.0,2
853,Yasti,Bains,Male,2001-04-04,"42/061
Sharaf Marg",Navi Mumbai,Uttar Pradesh,468703,911551511411,snehakhare@example.com,Midwife,1821850,GB77SIGE8734672613433,2287748269427195,4.0,17229.0,4307.25,7457.0,3.0,455.0,0.0087912087912087,0.0094568707632351,23.0,1
854,Mahika,Raman,Male,1995-10-01,"H.No. 34
Bawa Ganj",Udupi,Jharkhand,648949,9274912567,xahuja@example.org,"Editor, commissioning",1137035,GB32AZXM6772871020864,4017490039831,9.0,53845.0,5982.777777777777,7800.0,6.0,270.0,0.0333333333333333,0.0473556222983461,29.0,2
855,Zaitra,Jain,Male,1991-12-01,"67, Dua Street",Panihati,Goa,811501,914989213265,bassivincent@example.com,"Producer, radio",1781547,GB13UHIW5885821872069,4915387492943839,8.0,36682.0,4585.25,8956.0,6.0,579.0,0.0138169257340241,0.020589970402128,33.0,2
856,Tanay,Shankar,Female,1994-10-07,"362, Keer Road",Uluberia,Nagaland,596748,919329299516,gaurav55@example.com,Sports administrator,1874648,GB80OOVZ8262048292336,4739103614135397829,5.0,20198.0,4039.6,6438.0,5.0,612.0,0.0081699346405228,0.0107742893599225,30.0,1
